country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-18,-41,-10,,-50,-41,13
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-19,-46,-12,,-48,-43,13
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-20,-49,-12,,-41,-10,6
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-21,-34,-9,,-38,-11,3
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-22,-41,-7,,-31,-25,11
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-23,-43,-8,,-30,-26,12
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-24,-43,-12,,-33,-23,12
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-25,-39,-7,,-31,-24,12
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-26,-39,-3,,-37,-23,11
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-27,-44,-4,,-32,1,5
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-02-28,-27,-6,,-29,-7,3
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-01,-12,2,,-24,-22,9
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-02,-16,5,,-23,-21,9
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-03,-20,0,,-28,-22,10
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-04,-18,1,,-30,-23,10
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-05,-23,-1,,-30,-23,9
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-06,-23,-1,,-34,6,6
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-07,-19,-3,,-33,-2,3
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-08,-20,1,,-24,-26,10
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-09,-22,1,,-20,-23,9
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-10,-24,-2,,-30,-22,10
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-11,-27,-9,,-31,-25,12
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-12,-26,-3,,-29,-22,10
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-13,-23,-2,,-30,3,6
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-14,-13,-6,,-32,-1,4
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-15,-17,-1,,-22,-24,9
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-16,-20,-1,,-18,-23,8
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-17,-20,-1,,-17,-20,9
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-18,-19,0,,-17,-22,9
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-19,-22,1,,-24,-21,9
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-20,-24,0,,-29,6,5
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-21,-17,1,,-17,-1,3
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-22,-21,-3,,-21,-23,9
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-23,-25,1,,-13,-21,8
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-24,-22,-1,,-15,-19,8
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-25,-19,1,,-15,-21,9
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-26,-23,1,,-22,-20,8
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-27,-20,4,,-31,9,4
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-28,-19,-8,,-27,-4,4
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-29,-9,6,,-41,-39,10
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-30,-4,16,,-39,-38,8
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-03-31,19,43,,-30,-40,5
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-04-01,-55,-26,,-57,-79,16
DK,Denmark,Central Denmark Region,Viborg Municipality,,,,ChIJ06icNHnbS0YR1Ba5USGmY4c,2021-04-02,-65,-36,,-59,-79,17
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-01,-77,-69,32,-68,-87,22
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-02,-50,-11,47,-48,-26,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-03,-43,-15,2,-54,-25,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-04,-37,-5,-15,-52,-39,14
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-05,-39,-6,-6,-50,-36,14
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-06,-44,-10,-8,-50,-39,15
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-07,-45,-16,-8,-50,-39,15
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-08,-47,-11,-8,-54,-38,16
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-09,-51,-11,52,-52,-21,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-10,-41,-15,34,-53,-21,7
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-11,-43,-13,-25,-55,-41,15
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-12,-39,-7,24,-48,-37,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-13,-43,-13,-2,-52,-40,14
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-14,-43,-15,0,-50,-39,14
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-15,-46,-12,4,-52,-39,14
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-16,-49,-10,71,-46,-24,8
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-17,-42,-17,26,-50,-24,7
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-18,-41,-12,-4,-51,-41,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-19,-41,-10,-5,-48,-38,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-20,-43,-15,-24,-52,-39,14
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-21,-43,-17,-12,-53,-38,14
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-22,-46,-12,-14,-53,-38,14
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-23,-47,-8,55,-47,-18,8
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-24,-40,-15,30,-50,-21,6
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-25,-38,-10,16,-51,-40,12
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-26,-39,-9,44,-47,-37,12
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-27,-43,-13,-7,-50,-39,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-28,-41,-12,24,-47,-37,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-29,-40,-1,15,-47,-37,12
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-30,-44,-3,60,-47,-19,7
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-01-31,-35,-9,55,-45,-18,5
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-01,-38,-5,16,-49,-40,12
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-02,-38,-4,24,-48,-36,12
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-03,-41,-8,0,-51,-38,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-04,-41,-10,-1,-49,-36,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-05,-41,-4,7,-49,-36,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-06,-45,-4,39,-46,-17,8
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-07,-38,-13,-1,-51,-20,6
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-08,-39,-7,-9,-49,-38,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-09,-38,-6,-1,-49,-33,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-10,-37,-5,23,-47,-34,12
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-11,-38,-8,13,-46,-33,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-12,-39,0,38,-45,-33,12
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-13,-39,5,128,-39,-16,6
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-14,-26,1,111,-41,-14,5
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-15,-37,-2,27,-48,-39,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-16,-36,0,45,-42,-35,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-17,-39,-2,26,-43,-38,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-18,-37,-2,22,-44,-36,13
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-19,-37,2,66,-42,-36,12
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-20,-44,1,61,-41,-13,6
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-21,-32,-4,88,-40,-15,4
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-22,-35,2,78,-46,-43,11
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-23,-35,-2,53,-46,-40,11
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-24,-37,-3,42,-46,-41,12
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-25,-35,-6,52,-44,-41,12
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-26,-35,4,51,-44,-42,11
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-27,-40,5,78,-37,-12,5
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-02-28,-25,-1,87,-35,-10,3
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-01,-8,5,12,-38,-33,10
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-02,-11,5,45,-34,-28,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-03,-16,3,27,-36,-31,10
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-04,-17,-1,35,-34,-29,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-05,-19,5,54,-33,-29,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-06,-21,6,36,-39,-8,6
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-07,-18,-2,45,-33,-7,4
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-08,-15,4,48,-35,-32,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-09,-15,4,63,-30,-28,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-10,-20,1,10,-39,-30,10
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-11,-25,-8,-16,-41,-30,11
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-12,-24,3,27,-36,-28,10
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-13,-21,5,41,-41,-6,5
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-14,-19,-5,31,-39,-6,4
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-15,-14,3,33,-35,-32,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-16,-13,3,78,-26,-27,8
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-17,-15,3,63,-32,-28,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-18,-17,-2,55,-27,-26,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-19,-21,4,60,-30,-26,8
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-20,-19,7,70,-34,-1,5
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-21,-13,-1,73,-29,-2,3
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-22,-15,3,46,-31,-31,8
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-23,-16,2,56,-28,-26,8
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-24,-18,2,41,-34,-28,9
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-25,-17,-2,55,-29,-26,8
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-26,-20,5,66,-29,-26,8
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-27,-18,10,67,-35,-3,4
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-28,-16,-5,30,-43,-6,4
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-29,2,16,86,-42,-43,10
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-30,13,24,209,-29,-40,8
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-03-31,30,49,194,-25,-43,5
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-04-01,-30,-7,294,-40,-78,14
DK,Denmark,North Denmark Region,,,DK-81,,ChIJdaEzlL4lSUYRIFSorMmvAAM,2021-04-02,-41,-15,291,-50,-78,16
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-01,-81,-73,18,-67,-88,21
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-02,-58,-12,13,-53,-26,10
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-03,-49,-10,-9,-49,-26,9
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-04,-39,-6,-36,-56,-41,16
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-05,-42,-3,-26,-56,-40,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-06,-48,-8,-30,-54,-42,17
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-07,-49,-11,-24,-53,-44,17
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-08,-51,-9,-22,-57,-43,18
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-09,-58,-11,16,-56,-20,10
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-10,-48,-13,31,-50,-21,8
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-11,-45,-14,-45,-60,-44,17
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-12,-42,-4,-1,-55,-41,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-13,-47,-9,-21,-56,-41,16
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-14,-46,-10,-19,-54,-44,16
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-15,-51,-10,-11,-54,-42,16
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-16,-56,-12,38,-53,-25,8
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-17,-50,-14,28,-51,-25,7
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-18,-44,-13,-22,-56,-43,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-19,-44,-6,-26,-55,-42,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-20,-47,-12,-43,-59,-42,16
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-21,-46,-11,-37,-57,-42,16
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-22,-51,-10,-30,-56,-41,16
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-23,-54,-9,16,-53,-19,8
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-24,-47,-13,21,-50,-23,6
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-25,-41,-12,-8,-55,-43,14
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-26,-43,-6,10,-55,-41,14
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-27,-48,-12,-41,-55,-41,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-28,-44,-6,-2,-50,-42,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-29,-45,2,0,-49,-41,14
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-30,-52,-5,18,-54,-21,7
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-01-31,-44,-6,58,-44,-19,5
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-01,-41,-7,-7,-53,-42,14
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-02,-42,-1,-9,-55,-40,14
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-03,-45,-5,-31,-55,-39,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-04,-44,-5,-26,-53,-40,16
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-05,-47,-3,-8,-52,-39,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-06,-53,-7,3,-53,-18,8
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-07,-45,-11,-7,-49,-20,7
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-08,-41,-9,-34,-56,-40,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-09,-41,-4,-26,-56,-37,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-10,-42,-4,-4,-53,-36,14
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-11,-40,-4,-12,-50,-37,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-12,-45,0,24,-47,-36,15
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-13,-50,0,90,-43,-15,6
DK,Denmark,North Denmark Region,Aalborg Municipality,,,,ChIJPWUQiZPvS0YR_eGH08ZIdvY,2021-02-14,-38,0,113,-38,-12,5
