country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-02,-34,-13,11,-61,-55,20
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-03,-35,-10,32,-61,-55,19
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-04,-38,-8,59,-53,-25,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-05,-22,-12,118,-49,-23,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-06,-15,-5,161,-52,-59,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-07,-13,4,167,-51,-59,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-08,-9,11,131,-51,-60,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-09,-40,-16,188,-62,-82,22
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-10,-60,-36,172,-65,-82,24
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-11,-31,4,50,-52,-23,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-12,-36,-20,123,-47,-23,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-13,-56,-30,107,-65,-84,24
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-14,-15,4,65,-53,-49,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-15,-23,-5,58,-51,-48,17
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-16,-23,-4,95,-50,-47,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-17,-26,-6,127,-50,-45,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-18,-33,-5,121,-43,-14,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-19,-21,-12,127,-43,-14,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-20,-14,-5,126,-42,-41,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-21,-15,-2,142,-40,-39,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-22,-18,-4,137,-40,-39,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-23,-18,-3,171,-40,-39,12
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-24,-25,-5,117,-46,-40,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-25,-29,-3,123,-40,-13,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-26,-22,-12,80,-45,-16,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-27,-20,-9,55,-44,-39,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-28,-20,-6,99,-39,-37,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-29,-26,-9,15,-45,-38,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-04-30,-28,-1,11,-44,-39,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-01,-29,0,68,-46,-49,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-02,-34,0,54,-40,-14,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-03,-20,-7,106,-35,-9,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-04,-21,-2,83,-37,-35,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-05,-22,0,96,-35,-33,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-06,-22,2,77,-35,-33,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-07,-12,17,150,-31,-33,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-08,-56,-30,226,-51,-78,19
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-09,-22,11,173,-27,-6,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-10,-17,1,78,-33,-5,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-11,-16,1,62,-35,-32,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-12,-21,1,42,-36,-31,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-13,-20,1,82,-33,-30,11
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-14,-19,1,77,-35,-30,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-15,-25,-2,57,-39,-31,10
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-16,-30,0,38,-37,-8,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-17,-22,-6,33,-41,-7,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-18,-13,-3,32,-32,-25,9
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-19,-9,3,103,-26,-22,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-20,6,15,172,-18,-22,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-21,-38,-21,337,-42,-77,16
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-22,-7,2,144,-44,-60,14
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-23,-17,-1,121,-28,2,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-24,-15,-8,15,-36,-3,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-25,-5,-1,107,-27,-24,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-26,-4,0,156,-22,-20,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-27,-6,0,90,-24,-19,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-28,-2,4,152,-22,-19,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-29,2,9,200,-18,-18,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-30,-3,12,209,-7,13,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-05-31,-20,-11,235,-12,5,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-01,-31,-16,372,-35,-77,13
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-02,15,22,202,-14,-19,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-03,5,9,133,-17,-19,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-04,10,17,71,-18,-20,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-05,-37,-25,143,-40,-63,15
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-06,-1,14,55,-23,4,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-07,0,-5,87,-21,6,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-08,5,2,99,-21,-19,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-09,4,4,126,-18,-18,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-10,2,2,115,-19,-18,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-11,4,4,112,-21,-19,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-12,-1,0,106,-21,-18,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-13,-6,0,117,-14,10,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-14,7,-2,170,-13,13,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-15,11,5,219,-14,-18,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-16,11,8,237,-12,-17,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-17,8,5,205,-12,-17,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-18,9,5,206,-16,-18,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-19,-1,0,127,-20,-19,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-20,-7,1,91,-16,6,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-21,6,-2,136,-16,8,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-22,14,5,163,-16,-21,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-23,13,8,267,-10,-19,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-24,10,4,244,-10,-18,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-25,12,8,288,-11,-19,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-26,1,0,288,-14,-19,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-27,-6,1,233,1,5,-4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-28,3,-2,102,-15,3,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-29,15,4,185,-17,-29,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-06-30,23,13,127,-17,-29,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-01,20,7,177,-14,-29,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-02,20,8,224,-15,-31,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-03,6,-1,158,-18,-32,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-04,-6,-2,66,-11,-5,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-05,9,-3,90,-15,-4,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-06,22,5,184,-21,-42,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-07,23,6,220,-18,-41,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-08,22,3,245,-16,-40,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-09,19,3,288,-16,-40,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-10,3,-4,187,-24,-41,5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-11,0,-1,192,2,-3,-3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-12,12,-3,178,-7,-5,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-13,29,6,358,-16,-53,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-14,26,6,301,-19,-53,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-15,24,3,307,-20,-52,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-16,23,4,383,-17,-52,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-17,6,-6,384,-19,-52,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-18,-1,-3,302,8,-4,-5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-19,12,-3,236,-5,-6,-3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-20,32,9,370,-18,-56,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-21,33,9,406,-17,-56,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-22,28,4,365,-18,-55,6
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-23,22,3,340,-22,-55,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-24,5,-5,260,-28,-55,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-25,0,-4,257,5,-5,-3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-26,9,-5,134,-13,-9,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-27,26,4,320,-20,-50,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-28,27,6,328,-18,-49,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-29,22,2,220,-24,-50,8
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-30,23,4,282,-22,-49,7
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-07-31,15,0,368,-17,-48,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-01,4,0,294,12,-2,-5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-02,19,2,184,-5,-2,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-03,27,7,275,-16,-37,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-04,26,7,303,-14,-37,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-05,22,4,225,-17,-36,4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-06,19,5,369,-14,-36,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-07,6,-3,389,-16,-36,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-08,-2,-1,338,7,-1,-5
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-09,13,1,284,-2,0,-4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-10,17,6,313,-14,-28,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-11,16,6,332,-13,-27,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-12,13,3,279,-13,-26,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-13,11,3,305,-14,-26,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-14,3,-3,325,-13,-27,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-15,-4,-3,305,3,-2,-4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-16,9,-4,277,-4,-2,-4
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-17,10,0,289,-13,-26,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-18,8,0,217,-15,-23,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-19,7,-2,190,-16,-24,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-20,4,-3,138,-19,-25,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-21,0,-6,167,-16,-25,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-22,-4,-5,154,-7,-3,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-23,5,-7,93,-14,-5,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-24,6,-4,150,-17,-22,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-25,7,-3,171,-16,-21,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-26,4,-5,113,-19,-20,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-27,4,-4,129,-18,-21,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-28,1,-5,114,-18,-20,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-29,-3,-7,118,-11,-3,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-30,10,-7,125,-12,-2,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-08-31,16,2,161,-12,-19,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-01,14,1,181,-10,-18,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-02,8,-2,142,-14,-18,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-03,8,0,124,-15,-18,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-04,7,-2,142,-14,-19,0
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-05,1,-5,117,-10,-5,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-06,10,-6,96,-14,-5,-1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-07,7,-4,125,-15,-20,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-08,7,-2,125,-16,-19,2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-09,1,-6,79,-22,-20,3
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-10,5,-3,138,-17,-19,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-11,2,-4,131,-16,-20,1
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-12,-3,-7,100,-13,-6,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-13,5,-8,80,-16,-5,-2
DK,Denmark,,,,,,ChIJ-1-U7rYnS0YRzZLgw9BDh1I,2020-09-14,7,-6,180,-15,-17,0
